german,french,german_noise_random05,german_noise_random10,german_noise_random15,french_noise_random05,french_noise_random10,french_noise_random15
"""Wir sind anders als Europa, und dennoch verstehen wir die europäische Kultur"", fügte sie hinzu. ","""Nous nous distinguons de l'Europe et nous comprenons maintenant la culture européenne"", a-t-elle ajouté. ","""Wir sind anders als Europa, und deonnocy verstehen wirx diq europäische Kultur"", fügte sie hinzu. ","""vir sind aders als Europa, und dennoch vertehenw wir dieeurcpäische Kulur"", fügte sie hinzv. ","""Wizr sind anders lls Europa, undim dennoch vorstehen wir dieeuropmiskhe aulatur"", fügte sie hintu. ","""Nous nous distingons de l'Europe et nous comprenopns maintenant la uture uropéenne"", a-t-elle ajouté. ","""Nous nvus distiguons dze l'Europe et nnous comprenons maintenantla ultue euopéenne"", adt-elle ajouté. ","""Nous nous distinguons de l'Eurp et nous comprupenons maintmennst la culture aeurcéenneg, ct-elle johuté. "
"""Wir träumen von einem Europa, das sich [...] bis zum Ural erstreckt [...]. ","""Nous rêvons d'une Europe qui s'étende jusqu'à l'Oural. ","Wi träumen von einem Europa, das sich [...] bis zum Ural erstreckt a...]. ","""Wer träumen von eine Europa das sich [...] bis zum Ura erstreckt [.i..c]. ","""Wir träume von einm Eurocka,das sicv [...] bfil xzum Uralt erswtreckt [...]. ","""Nous rêvons d'une Europe quih s'étende jusqgu'à l'Oural. ","""Nousrêvons d'une Euxrope qui s'étende nusqu'à lv'hOural. ","""Nqjus rêvkns d'une Euope qui s'étende jusquà l'Ouaray. "
"""Ein jeder von uns ist einfach einzigartig"", stellt Actibio-Koordinator Dr. Dimitrios Tzovaras fest. ","«Nous sommes tous tellement uniques,» remarque le Dr Dimitrios Tzovaras, qui coordonne le projet Actibio. ","""Ein jeder von uns ist einac einzigartig"", stellt Activio-Koordinator Dr. Dimitvrios Tzovaras mest. ","""Ein jeder voln uns it vinfachbeizzigartig"", stesllt Actibiz-Koovdinator Dr. Dzimitrios Tzovfaras fest. ","""Eix eder vn uns ist einfach edntigartg"",t stellzdActibio-iKordinatxor Dr.s Dmitrios Tzovaras fest. ","«Noss sommes tous tellement uniques,» remsrue le Dr Dimjtrios Tzovaras, mui coordonne le projet Actibio. ","«Nous smmeqs toustellement ouniques,» rgemarque e Dr Dimitrios Tzovaras, qui coordohne le prdojkt Activio. ","«Nous sommes touqs utellementuniques,» remarque ler Dr Dimotoioosz Tzmvaras, qii cvordonke l projet Actibio. "
"Wir möchten die Chancen der neuen Herausforderungen der Europäischen Weltraumpolitik nutzen"", sagte der Generaldirektor der ESA Jean-Jacques Dordain. ","Nous souhaitons faire face aux nouveaux défis que représente la Politique spatiale européenne», déclare le Directeur général de l'ESA Jean-Jacques Dordain. ","Wir möchten die Chancen der neuen Herausforderungen der Euroopäischen Wevltraugpolitik nutzen"", sagte defr Generaldieektori der ESA Jean-Jacques Dordain.d ","Wir möchte die Chancen der euen Herasforderungen der Europäischen Weltakpolituk nutmen"",wsagte de fGeneraldirekxtor der ESA Jean-Jiacsues Dordain. ","Wir möchyen ie Chancen der uen oemrausfordurungen drr dropäischen Weltraumoilitik nutzen"", agte dyeroGeneradirektor der qvESA zean-xacques Dordan. ","Nous ysouhaimtons faire face auxc nuveaux défvis que représentme la Povlitique spatiale européenne», déclare le Directeur général de l'ESA Jean-Jacques Dordain. ","Nous qouhaitons fainre face aux noueau défis qme représkentla Politique spatiale européenne», déulare le Directeur général de l'cSA Jen-Jacuques nDoardakin. ","Nour souhitonos faire fce aux nouveau déeis qum représent la Politqune espatiale ekurnxoéexnne», déclare le Direjteur générfal e l'ESA mwJean-Jacques Dordain. "
"Wir fühlen uns nun ermutigt, diese andere Art von Publikationen für Kinder auf einem hohen Qualitätsniveau fortzuführen."" ","Nous sommes à présent motivés à poursuivre la publication pour enfants dans ce style différent et d'un haut niveau de qualité."" ","Wir fühlen uns nunqgermutigt, diese dndee Art von Publikationen für Kinder auf einem hoen Qualitätsnivqau fortzuführen."" ","xWjr fühlen uzs nun ermutigt, diesej andere Att vonf Publikationen für Kindr auf eineqm hohen Qcualitäwtsniveadfortzuführen."" ","Wir qfühlcen uns nun ermpqtigz, diese andere Art vbon Publikationepwwzfür Kinder au uinem bohean Qualixtätsnivehu fortzffhren."" ","Nzous sommes à présnt motivés à poursuivre la publihcation pour enfanfts dans ce style différent et d'dn haugt niveau de qualité."" ","Nous sommes à phrésnt motivés à porsuivre la pubtlication pour enfants dans ce sytyle différent etd'ub haut niveauzo de wqualité."" ","Nous sommas à présent rotivés àporsuive la publicaqlion houd eynfanmts dans ce style diérext etud'un hat niveuu de qualité."" "
"Es wird dem Ansatz ""More than Moore"" weichen, bei dem von der EU finanzierte Forscher eine wichtige Rolle spielen. ","Nous entrons dans un monde «au-delà de la loi de Moore», dans lequel des chercheurs financés par l'UE ont un rôle important. ","Es wird dem Annatz ""More tan Moore"" weichen, bei de von der EU finanierte Forscher eine wichige Rolle spielen. ","Es ird dem Ansatz ""More thao Moorejweihhen,beidem cvon der EU finanzierte porsjcher eine wsichtige Rolle spielen. ","fmwird dem Ansatz ""Moyep tran More""weihepn, xeidem von der EU finanzierte Forschr ineo wichtite olle spielen. ","Nous entrons dans un monde «au-derà de la loi de Moore», dans lequel des chercheurs finahncés parz l'UE ont unurôle imprtant.","Nous edtrons dans un onde «au-dela d la loi de Mzboore, dans lequel ies chercheurs financés par l'UEb ont un rôle uimpojrtant. ","Nofs entrons dans un zmonde «au-qdelà e la loi de Moore», da lquelapeu chercheurs financés par l'E ont un rsejimportbant. "
"Wir evaluieren noch, welche Vorteile uns das KMU Instrument Phase 3 bietet. ",Nous évaluons actuellement la possibilité d’un financement au titre de la phase 3 de l’instrument PME. ,"Wir evaluieren noch, welche Vorteilek unssdas KMUv Instrument Phase 3 bietet. ","Wir emaluxeren noch, welche Vorteile uns das KMxU nstrument ghase h bietetd. ","Wi evauiereznoch, welche Vorteile unyc dais KMU Instvrume Phase 3 bietet. ",Nous évaluns actuellement lapossiibilité d’un financemevt au titre de la phase 3 de l’instument PME. ,Nous évaluons actuellement qla pqoosibidliténgd’un fvixancement aq titre de la phase 3 de l’instrumet PME. ,Nous évtaluons actuellmeng la possibiliti d’un yinancemenl au tatre dg lt phwse 3de l’insftrument PMw. 
"Wir haben vor, sie auch für andere Zwecke in anderen Industrien zu bearbeiten, beispielsweise für die Windenergie.'' ",Nous pensons même adapter le logiciel à plusieurs autres utilisations dans d'autres secteurs tels que celui de l'énergie éolienne.» ,"Wir haben vor, sie awuch für andere Zwecke in wanderen Industrienh zu bearbeiten, beispiezlsweise für die Windenergie.'' ","Wir hdaben vor, sie auch füjr xnpere Zwecke in anderen Industrien ou bearbeiten, bxeisphelsweise für die indenergid'' ","Wir habf vck, siauch für andere eZwecwke in andere Industriwn zu bearbeiten, beispielswie fürdiu Windhnergie.'s' ",Nous pensons omême adapter le logiciel à plusieurs autres utmlisations dans d'autrcs secteurs tels que celui de rl'énerrie éoliexne.» ,Nus pensonsnmêmre adapter le logiciel à pvlusieurs autrpes utiplistions das d'autres secteurs trels qu celueide l'énergie éolienne.» ,Nouk pensons mêae adapter lexlogiscfiehl pàj plusiexgrsx autres utilisatios dans dcautres secteurs tes qfue celui de l'énerga éolienne.» 
"""Wir sind sehr aufgeregt über diesen Projektstart und zuversichtlich, über die Instrumente und die Fähigkeiten zu verfügen, um einen wirklichen Beitrag zu leisten"", so Dr. Dale. ","«Nous sommes enchantés de nous mettre au travail et sommes sûrs que nous possédons les outils appropriés et la capacité de valoriser notre contribution», commente le Dr Dale. ","""Wir ind iehr aufgeuegt über diesen Projekttart und zuversichtich, über die Instrumente und die Fäaigketen xzu verfügen, um einen wirklichen Beitrag zu leisten"", so Dr. Dale. ","""yir snd sehr aufgtregt übepr diesen Projekttat ud zuversichtxich,über di Instrumente und die Fähizgkeiten zu verfügen, um einen wirklychn Bitrag zu lebsten"", so Dr.u Dale. ","""Wir sisnd sehr aufgeregt überdiesnkProjektptrt und zuversihtlih, über di xnstrumente undu dge Fähoigkeiten ubqverifüger, um inn irklichenBeitrag zu laisten"", so D. Dale. ","«Nous somme enchantés de nous mettre au travail et ommes sûqrs que nous possédons les ouztils appropriés et la caranwité de valoriser notrercontribution», commente le Dr Dale. ","«Nou sommes encatntés de nous mettrm au travaihl et sommes sûrs que onous possmdons leus outils appropgriésg et lascaacité de vlaloriser notre contribuxion»,commentv le Dr Dale. ","Noubz sommes ensbhantém de nocus gmemtre au travkail et sommes sûrs que noucsspossdons les otivls appropriés et a ccpacitédy valoriszr notre contribution»,ommente le Dr Dalpge. "
Wir freuen uns über das wachsende Interesse in Europa für den Einsatz unserer emissionsfreien Energieprodukte.“ ,Nous sommes ravis de constater l’intérêt croissant de l’Europe pour l’utilisation de produits qui fonctionnent sur une base zéro émission.» ,Wi freuen uns über das wachsende Interesse in Europa für den Einsxtz dunserer emissionsfreien Energieprouktx.“ ,Wir freuen unsübtr da wachsene Iteresse in Europa für den Einatznunyerer emissionsfreier Energiepropdukt.“ ,Wir freuen unf überndas wacdhsnnbe Interesse in Eurpopa fqür dnn Einstz unserer emilsionsfreiun Energnaprovukte.“ ,Nous somms ravis de constatr l’inérêt croissant de l’Euope pour l’utilisation de produits qui fonctionneng sur ne base zétro émission.» ,Nous sommes ravis de constater l’injérêt coissant e l’Europne pour l’utiliaation de produits qhi fonconent snr une xbase zéro émissionk. ,Nous symmeskravgik de bonstateq l’intwrêt croissant de l’Europe pou l’utilisttnon de produits qfi founbtinnent sur ue base zéro émisil.» 
"Da andere Systeme weitere Anstrengungen für eine Industrialisierung erfordern, möchten die Partner die Kamera und andere Systeme mittelfristig auf den Markt bringen. ","Comme les autres systèmes demanderont plus de travail pour être industrialisés, les partenaires étudient le lancement de la caméra et des autres systèmes à moyen terme. ","Da andere Swysteme weitere Anstreagungen für ine Industrialisierung erfordern, möcten die Parner dieu amera und andere Systeme mittelfristig auuf den Markt bringen. ","Da andere Systemedemttere jnstrenungengfür eine Infustrialisierung erfordern, mchten die Partner dieKamera unqd andere System mittxfristig au den Markt bringen.","Da ankder Systeme wciter Anstrengungen für eine Indusyxrialidsieeung erforxdern, möchte die Partnen dike Kameranddnandere System mittelfristohjg auf den Mart brngen. ","Commetles atres systèmes deanderot plus de travail pour être industrialisés, ls partenairs étudient le lancement de la caméra et des autres systèxes à moyen terhme. ",Comm les ajtres syftèmes demanderonto plus de travai pu êtru industrialiséz les partenairs étudient ue lancementde la caméra et des autrks gsystèmes à moyfn terme. ,"Cokme lef aurtrwes ssttèmes demanieont plus de travdail ppoumr êtreyvindustrialisés, le partenaires étudignklexzlancement de la camé et dezs autres systèms à moyen thrme. "
"""Wir befinden uns in einer Ruhephase, in der wir die Forschergemeinschaft und auch uns selbst auf den neusten Stand unserer Tätigkeiten bringen wollen. ","""Nous sommes dans une phase préparatoire dans laquelle nous essayons d'informer la communauté des chercheurs et nous-mêmes sur ce que nous faisons. ","""Wir befinden uns in einer Ruhephase, in der wir die Fhrschergemeinschaft und auch uns szelbst au den neusten Stand unserer Tätigkeitenc brcinge wqollen. ","""Wir befinden unss in einehrRrmhephase, in der swir die Foschergemeinschaft undi auch uns selbst auf bden neusten Stapnd unserer pTätigyeliten brigenfwollen. ","""Wir befindencunsxin einer uheophase, in eder wfir diqe Forschcrgemeunscybaft undauch uns selbstauf denneusten Sjntand unserer Tätigkeien brinen wooledn. ","""Nous sommes dans une phase préparatoire ians laquelle nous essayoxns v'informer l communauté des schercheurs et nous-mêmes sur ce que nous faiskons. ","""Nous sgommes dansune phase pépartoire dans laqyuemle nius essayons d'informerbla communxauté des cherheurs et nousmêmes sur ct que nous faikonsa ","""uNoussomms dans unphase prmparatoire dabs laquellenvjs esslyocns d'informer la coimunauté des chercheurs etnous-memes mur ce que nous asons."
"Wir experimentieren direkt mit der Wissenschaftskommunikation."" ","Nous expérimentons directement la communication scientifique."" ","Wir experimentieren dibjrekt mit der Wissenschaftskommunikationx"" ","Wivexperimentieqen direkt miat der Wissenschanftssommunikation."" ","Wqir expeiwentieren direkte mitkder wWissenshaiftskommunikaton."" ","Nous expéimentons directemen la communication scentifique."" ","Nousr exzérieentons directeeent la communicatifon scientifiqfe."" ","Nous exporimentons diqecmtemept la communicton scientiflque."""
"""Wir nutzen die Superelastizität des Drahtes aus"", sagte Dante Galli. ","«Nous sommes en train d'exploiter la superélasticité du fil», a affirmé M. Galli. ","m""Wir nutzen die Superelastizität desa Drahtes aus"", sagte Dante Galli.u","""Wir nutzen die Supeelastizität des Drahteoz aus"", sate Dante Galld. ","""uirc nutzen die Superelastizität dejs Dahtes iaws"", sqgt Dantei Ganlli. ","«Nous sommes en train d'exploiter la sperélasimcité du fil», a affirmécM. Galli. ","«Nous sommesv en train d'exploier la superélastiucité qd fil», a sffirmsé M. Galci. ","«Nous eomms en traynnbd'exploitkr lx superélasticité du fil», a affiré M.zalli. "
"„Wir erkunden die Einsatzmöglichkeiten eines neuen spannenden Bereichs, der „gaze-based perceptual augmentation“ (blickbasierte Wahrnehmungserweiterung) genannt wird“, erklärte DEEPVIEW-Koordinator Dr. Miguel Nacenta. ","«Nous explorons les usages possibles d'un nouveau domaine très intéressant, celui de l'enrichissement de la perception en fonction du regard», explique le coordinateur de DEEPVIEW, le Dr Miguel Nacenta. ","„Wir erkunden die Einsatzmögulichyeiten eines neuen pannenden Bereichsd cder ugaze-based perceptunal augmentation“ (blickbasierte Wamrnehmungserweiterubg) genannt wird“, erklärte DEEPVIEW-Koordinator Dr. Miguel Nacenta. ","„Witr erkundrn die jinsatzxöglixchketen eine neuen spannenden Bserichs, dero„gaey-lased epercptual ugmentation“ (blckbasierte Whrnehmungserweiterung) genannt wurd“, erklärtbe DEEPVIEW-Koorinator Dr. Miguel Nacenta. ","„Wir erkunden die Einsatzmöglzchkeqiten eines neuen spannendenvBereiclhsz der „gaze-based perceptual agbuwentaton“ (blickbasitre vahrnehmuneseeweiterungv gehnnt wjid“, erklärteyjEEPVIEW-kgoordingatr Drs. rioguel Namenqa. ","«woxus explorons les usaes possibles 'un npouveau domaine très intéressant, celui de lenrichissement de la perception en fonction du regard», eplique le coordinateur due DEEPVIsW, le Dr Miguel Nacenta. ","«Nous exelorons les usagesuossibles dhun ouveau domaine très intérestsntr celui de l'enrichissemjent fde la perception en fonction odu regars, expiqu le coordinanteur de DEEPVIEWk le r Miguel Naventa. ","«Nous explorons les usages prssibe 'un nouveau domainej très intéressant, dcexluil ede l'enrihissement deylajprcuepdtion n asfonctiocdu redardr, explique le coordinateur de DEEPVhE, leo Dr Miguell Nacentb.w "
